cap-shape,cap-surface,cap-color,bruises%3F,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
'k','y','e','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','l','p'
'k','s','n','f','f','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','l','p'
'b','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','n','o','p','b','c','l','e'
'f','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','n','c','l','e'
'b','s','w','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','y','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','l','p'
'x','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','n','c','l','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','d','p'
'b','f','g','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'b','s','g','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'x','s','n','f','s','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','d','p'
'x','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','o','o','p','b','c','l','e'
'x','s','w','f','n','f','w','b','p','e',?,'s','k','w','w','p','w','t','p','w','n','g','e'
'x','s','n','f','n','f','c','b','w','e','b','y','y','n','n','p','w','t','p','w','y','p','e'
'k','s','g','f','n','f','w','b','g','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'x','s','w','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'f','y','c','f','m','f','c','b','y','e','c','k','y','c','c','p','w','n','n','w','c','d','p'
'x','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','y','c','l','e'
'k','s','e','f','y','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','l','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','p','w','p','w','o','e','w','v','l','p'
'x','s','w','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','f','w','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'b','f','g','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','o','o','p','b','v','l','e'
'k','y','n','f','f','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','p','p'
'f','y','e','f','s','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','p','p'
'k','s','e','f','s','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','l','p'
'k','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','n','o','p','n','v','l','e'
'f','s','p','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','v','p','e'
'k','y','n','f','f','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','p','p'
'b','s','w','f','n','f','w','b','g','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','s','e','f','y','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','p','p'
'k','s','w','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','s','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','l','p'
'k','s','n','f','s','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','l','p'
'f','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','b','c','l','e'
'k','s','n','f','y','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','l','p'
'k','y','e','f','f','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'x','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','y','v','l','e'
'x','f','w','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'x','f','g','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'x','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','b','v','l','e'
'k','s','n','f','y','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','p','p'
'k','y','e','f','y','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','p','p'
'x','s','w','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','y','e','f','y','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','d','p'
'x','f','g','f','n','f','w','b','w','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','s','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','l','p'
'f','y','n','f','f','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','d','p'
'k','s','e','f','s','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','d','p'
'k','s','n','f','n','f','c','b','w','e','b','y','y','n','n','p','w','t','p','w','y','p','e'
'k','s','e','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','l','p'
'k','s','n','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','p','p'
'b','s','g','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','l','p'
'k','s','n','f','f','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','p','p'
'k','f','g','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','y','n','f','f','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','l','p'
'k','s','e','f','y','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','l','p'
'k','y','n','f','s','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','p','p'
'k','s','e','f','y','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','d','p'
'k','f','w','f','n','f','w','b','g','e',?,'s','k','w','w','p','w','t','p','w','n','g','e'
'k','y','e','f','y','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','d','p'
'b','f','w','f','n','f','w','b','g','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'x','s','g','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'b','s','g','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','p','p'
'k','s','n','f','y','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','p','p'
'k','y','e','f','y','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','d','p'
'b','s','w','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'f','s','e','f','f','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','d','p'
'k','s','n','f','s','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','d','p'
'k','s','w','f','n','f','w','b','p','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','y','e','f','y','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','d','p'
'k','s','e','f','f','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','l','p'
'k','s','n','f','s','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','d','p'
'x','s','n','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','v','p','e'
'k','s','n','f','f','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','p','p'
'k','y','e','f','f','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','p','p'
'b','y','y','f','n','f','w','n','w','e','c','y','y','y','y','p','y','o','e','w','c','l','p'
'k','y','e','f','f','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','l','p'
'x','s','n','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','y','p','e'
'k','s','e','f','f','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','p','p'
'k','f','g','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','s','e','f','s','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','d','p'
'k','s','e','f','f','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','d','p'
'k','s','n','f','y','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','l','p'
'k','y','n','f','y','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','l','p'
'x','f','g','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'b','s','w','f','n','f','w','b','g','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','y','e','f','s','f','c','n','b','t',?,'k','s','w','p','p','w','o','e','w','v','d','p'
'b','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','n','c','l','e'
'k','y','e','f','y','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','p','p'
'k','s','e','f','y','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','p','p'
'b','s','g','f','n','f','w','b','g','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','s','e','f','y','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','p','p'
'b','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','o','v','l','e'
'f','s','n','f','y','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','p','p'
'k','s','e','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','d','p'
'k','s','n','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','l','p'
'k','y','n','f','y','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','l','p'
'b','f','g','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'k','s','w','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','y','f','c','n','b','t',?,'s','k','p','w','p','w','o','e','w','v','l','p'
'f','y','n','f','f','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'x','s','w','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'x','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','b','c','l','e'
'k','s','n','f','s','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','p','p'
'k','y','n','f','s','f','c','n','b','t',?,'s','s','w','w','p','w','o','e','w','v','l','p'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','b','v','l','e'
'b','f','w','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'x','s','w','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'f','y','e','f','y','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','p','p'
'k','y','e','f','f','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','l','p'
'x','y','e','f','m','f','c','b','y','e','c','k','y','c','c','p','w','n','n','w','c','d','p'
'f','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','n','o','p','y','c','l','e'
'k','s','n','f','f','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','d','p'
'x','s','n','f','s','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','p','w','p','w','o','e','w','v','d','p'
'b','s','w','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'b','s','g','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','f','g','f','n','f','w','b','g','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','f','g','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'x','f','w','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','y','e','f','s','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','p','p'
'f','y','e','f','s','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','l','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','l','p'
'f','s','n','f','f','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','l','p'
'b','s','w','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','s','g','e'
'k','s','w','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'b','f','w','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'f','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','b','c','l','e'
'k','y','e','f','s','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','d','p'
'k','s','n','f','f','f','c','n','b','t',?,'s','s','w','w','p','w','o','e','w','v','p','p'
'k','s','n','f','y','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','p','p'
'f','y','n','f','y','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','d','p'
'x','s','e','f','f','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','l','p'
'f','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','o','v','l','e'
'k','f','w','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','y','f','c','n','b','t',?,'k','s','w','p','p','w','o','e','w','v','d','p'
'x','s','n','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','d','p'
'b','f','g','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'b','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','y','c','l','e'
'f','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','n','v','l','e'
'k','y','e','f','s','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','p','p'
'k','s','e','f','s','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'k','y','n','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','p','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','p','p'
'k','y','n','f','f','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'x','s','g','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','f','f','c','n','b','t',?,'s','s','w','w','p','w','o','e','w','v','d','p'
'f','y','c','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','v','p','e'
'b','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','n','o','p','n','v','l','e'
'k','s','e','f','y','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','l','p'
'k','s','n','f','f','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','d','p'
'k','y','n','f','f','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','p','p'
'b','f','g','f','n','f','w','b','g','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','p','p'
'b','f','w','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','s','e','f','f','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','l','p'
'x','s','w','f','n','f','w','b','p','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','y','e','f','f','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','l','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','d','p'
'x','s','w','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','y','e','f','f','f','c','n','b','t',?,'s','s','w','w','p','w','o','e','w','v','d','p'
'k','y','n','f','s','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','p','p'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','o','v','l','e'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','n','v','l','e'
'k','s','e','f','y','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','l','p'
'k','s','e','f','s','f','c','n','b','t',?,'k','s','w','p','p','w','o','e','w','v','p','p'
'k','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','n','o','p','n','c','l','e'
'k','s','n','f','y','f','c','n','b','t',?,'s','k','p','w','p','w','o','e','w','v','d','p'
'k','s','e','f','f','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'k','y','e','f','f','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','d','p'
'k','y','e','f','f','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','l','p'
'k','f','w','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','n','g','e'
'b','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','n','v','l','e'
'k','s','e','f','s','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','d','p'
'f','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','b','v','l','e'
'f','y','n','f','n','f','c','b','w','e','b','y','y','n','n','p','w','t','p','w','y','p','e'
'k','y','e','f','y','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','l','p'
'f','s','g','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','y','p','e'
'x','s','p','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','v','p','e'
'c','y','y','f','n','f','w','n','w','e','c','y','y','y','y','p','y','o','e','w','c','l','p'
'k','s','e','f','f','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','p','p'
'k','y','e','f','f','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','d','p'
'k','y','e','f','m','a','c','b','y','e','c','k','y','c','c','p','w','n','n','w','c','d','p'
'b','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','n','o','p','o','v','l','e'
'k','s','n','f','s','f','c','n','b','t',?,'s','k','p','w','p','w','o','e','w','v','l','p'
'x','s','w','f','n','f','w','b','g','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'x','s','e','f','f','f','c','n','b','t',?,'s','s','w','w','p','w','o','e','w','v','l','p'
'x','y','c','f','m','f','c','b','w','e','c','k','y','c','c','p','w','n','n','w','c','d','p'
'f','s','n','f','s','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','l','p'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','b','c','l','e'
'b','y','n','f','n','f','c','b','w','e','b','y','y','n','n','p','w','t','p','w','y','d','e'
'f','s','n','f','s','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','d','p'
'k','s','n','f','y','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','p','p'
'b','s','g','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'x','y','n','t','n','f','c','b','w','e','b','s','s','w','w','p','w','t','p','w','v','p','e'
'f','s','n','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','p','p'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','y','c','l','e'
'b','f','w','f','n','f','w','b','w','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'x','f','w','f','n','f','w','b','g','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'k','s','n','f','y','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','d','p'
'x','y','n','f','m','a','c','b','y','e','c','k','y','c','c','p','w','n','n','w','c','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','p','p'
'x','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','b','c','l','e'
'k','s','e','f','f','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','p','p'
'x','s','e','f','s','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','l','p'
'k','s','n','f','y','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','l','p'
'k','y','e','f','s','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','d','p'
'k','y','n','f','f','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','l','p'
'k','s','e','f','f','f','c','n','b','t',?,'s','k','p','p','p','w','o','e','w','v','d','p'
'b','f','g','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'k','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','y','v','l','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','p','p'
'k','y','y','f','n','f','w','n','w','e','c','y','y','y','y','p','y','o','e','w','c','l','p'
'k','s','w','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'x','s','n','f','n','a','c','b','n','e',?,'s','s','o','o','p','o','o','p','y','c','l','e'
'k','s','n','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','p','p'
'k','f','g','f','n','f','w','b','p','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','f','w','f','n','f','w','b','w','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'f','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','n','o','p','b','c','l','e'
'x','s','w','f','n','f','w','b','p','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'b','s','g','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'x','f','w','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','n','g','e'
'k','f','w','f','n','f','w','b','p','e',?,'k','s','w','w','p','w','t','p','w','n','g','e'
'k','s','n','f','f','f','c','n','b','t',?,'s','s','p','p','p','w','o','e','w','v','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','s','w','p','p','w','o','e','w','v','d','p'
'k','f','g','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'x','s','w','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','f','f','c','n','b','t',?,'s','s','p','w','p','w','o','e','w','v','p','p'
'k','y','n','f','s','f','c','n','b','t',?,'k','s','w','p','p','w','o','e','w','v','d','p'
'k','y','n','f','f','f','c','n','b','t',?,'k','k','p','w','p','w','o','e','w','v','p','p'
'k','s','e','f','f','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','p','p'
'k','s','e','f','s','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','l','p'
'b','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','n','v','l','e'
'k','s','e','f','s','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','p','p'
'x','s','g','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'x','s','n','f','n','a','c','b','o','e',?,'s','s','o','o','p','o','o','p','y','v','l','e'
'b','s','w','f','n','f','w','b','w','e',?,'k','k','w','w','p','w','t','p','w','n','g','e'
'k','s','e','f','s','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','p','p'
'x','s','n','f','n','a','c','b','y','e',?,'s','s','o','o','p','o','o','p','n','v','l','e'
'k','s','n','f','f','f','c','n','b','t',?,'k','k','w','w','p','w','o','e','w','v','d','p'
'k','s','e','f','f','f','c','n','b','t',?,'k','s','p','p','p','w','o','e','w','v','d','p'
'k','y','e','f','s','f','c','n','b','t',?,'s','k','w','p','p','w','o','e','w','v','p','p'
'b','f','w','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','f','f','c','n','b','t',?,'k','s','w','w','p','w','o','e','w','v','d','p'
'k','s','e','f','s','f','c','n','b','t',?,'k','k','w','p','p','w','o','e','w','v','d','p'
'b','s','g','f','n','f','w','b','w','e',?,'s','k','w','w','p','w','t','p','w','s','g','e'
'k','s','n','f','y','f','c','n','b','t',?,'k','k','p','p','p','w','o','e','w','v','d','p'
'x','s','n','f','y','f','c','n','b','t',?,'s','k','w','w','p','w','o','e','w','v','p','p'
'k','y','e','f','f','f','c','n','b','t',?,'k','s','p','w','p','w','o','e','w','v','l','p'
'x','s','w','f','n','f','w','b','p','e',?,'s','s','w','w','p','w','t','p','w','n','g','e'
'x','s','w','f','n','f','w','b','g','e',?,'k','k','w','w','p','w','t','p','w','s','g','e'
'k','y','n','f','s','f','c','n','b','t',?,'k','s','w','p','p','w','o','e','w','v','p','p'
'k','s','n','f','n','f','c','b','w','e','b','y','y','n','n','p','w','t','p','w','y','d','e'
